action,venue,primary_type,website,reason
keep,"The Eleanor",brunch_restaurant,"http://theeleanoraz.com/","live site — crowdsource stub"
keep,"The Goose",cocktail_bar,"https://thegooseaz.com/","alcohol-positive type/name"
keep,"The Grill Kitchen and Bar",restaurant,"https://www.hilton.com/en/hotels/phxrsqq-boulders-resort-and-spa-scottsdale/dining/?SEO_id=GMB--R-PHXRSQQ-3&y_source=1_MjY1ODk0MTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","site unreadable (bot-walled/robots) — uncertain, not hidden"
keep,"The Henry",american_restaurant,"https://www.thehenryrestaurant.com/","alcohol-positive type/name"
keep,"The House Brasserie",fine_dining_restaurant,"https://thehousebrasserie.com/","live site — crowdsource stub"
keep,"The Madam",bar,"https://www.thescottsdaleresort.com/fine-dining-scottsdale/the-madam","alcohol-positive type/name"
keep,"The Peacock at DC Ranch",cocktail_bar,"http://wix.to/eLf8hjW","alcohol-positive type/name"
keep,"The Pony Express Café",restaurant,"http://theponyexpresscafe.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12532497004063623685","live site — crowdsource stub"
keep,"The Rim Lobby Lounge at the Westin Kierland Resort & Spa",bar,"https://westinkierland.ipoolside.com/","alcohol-positive type/name"
keep,"The Scotch Library",bar,"http://kierlandresort.com/fine-dining-at-scottsdale-restaurants/scotch-library/","alcohol-positive type/name"
keep,"The Social Boardroom",bar,"https://www.thescottsdaleresort.com/fine-dining-scottsdale/the-social-boardroom","alcohol-positive type/name"
keep,"Topgolf Scottsdale",restaurant,"https://topgolf.com/us/riverwalk/","alcohol-positive type/name"
keep,"UNiQ Burger",vegan_restaurant,"https://www.uniqburger.com/","live site — crowdsource stub"
keep,"Valley Wings",restaurant,"http://www.valleywingsonline.com/","live site — crowdsource stub"
keep,"Veneto Trattoria",italian_restaurant,"http://venetotrattoria.com/","live site — crowdsource stub"
keep,"Voila French Bistro",restaurant,"http://www.voilafrenchbistro.com/","live site — crowdsource stub"
keep,"Wine Girl",wine_bar,"http://www.winegirl.com/","alcohol-positive type/name"
keep,"X-Golf Scottsdale",sports_activity_location,"http://xgolfscottsdale.com/","alcohol-positive type/name"
keep,"Yo Pauly's New York Pizza Co",pizza_restaurant,"http://yopaulysnypc.com/","live site — crowdsource stub"
