reason,name,primary_type,reviews,address,website
chain,"Church's Texas Chicken","chicken_restaurant",171,"5003 Pacific Hwy E, Fife, WA 98424, USA","https://locations.churchs.com/wa/fife/5003-pacific-highway-e."
chain,"Denny's Restaurant","restaurant",2486,"5110 Pacific Hwy E, Fife, WA 98424, USA","https://locations.dennys.com/WA/FIFE/247533?utm_source=G&utm_medium=organic&utm_campaign=DAC"
chain,"Denny's Restaurant","restaurant",2205,"8614 S Hosmer St, Tacoma, WA 98444, USA","https://locations.dennys.com/WA/TACOMA/247544?utm_source=G&utm_medium=organic&utm_campaign=DAC"
chain,"Elmer's Restaurant","breakfast_restaurant",4585,"7427 S Hosmer St, Tacoma, WA 98408, USA","http://eatatelmers.com/"
chain,"IHOP","breakfast_restaurant",1066,"1802 S Mildred St, Tacoma, WA 98465, USA","https://restaurants.ihop.com/en-us/wa/tacoma/breakfast-1802-s-mildred-st-1759?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=1759&utm_content=website"
chain,"IHOP","breakfast_restaurant",2829,"7445 S Hosmer St, Tacoma, WA 98408, USA","https://restaurants.ihop.com/en-us/wa/tacoma/breakfast-7445-s-hosmer-668?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=668&utm_content=website"
chain,"IHOP","breakfast_restaurant",371,"2323 S Union Ave, Tacoma, WA 98405, USA","https://restaurants.ihop.com/en-us/wa/tacoma/breakfast-2323-s-union-ave-3835?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=3835&utm_content=website"
chain,"IHOP","breakfast_restaurant",2745,"178 SW Campus Dr, Federal Way, WA 98023, USA","https://restaurants.ihop.com/en-us/wa/federal-way/breakfast-178-sw-campus-dr-1752?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=1752&utm_content=website"
chain,"Jollibee","chicken_restaurant",990,"4502 S Steele St Suite 159, Tacoma, WA 98409, USA","https://locations.jollibeefoods.com/usa/wa/tacoma/4502-s.-steele-st.?utm_medium=organic&utm_source=local&utm_campaign=yextpowerlistings&utm_content=website&utm_term=3085"
chain,"KFC","chicken_restaurant",392,"2300 SW 336th St, Federal Way, WA 98023, USA","https://locations.kfc.com/wa/federal-way/2300-sw-336th-st"
